1 0.0008 0.0005 0.0005 0.0008 0.0001 0 0.0006 0 0.0004 0.0005 0.0004 0.0001 0.0008 0.0008 0.0004 0.0006 0.0007 0.0001 0.0006 0.0003 0.0009 0.0005 0 0.0001 0.0009 0.0006 0.0006 0 0.0004 0.0008 0.0008 0.0007 0.0001 0.0005 0 0.0002 0.0007 0 0.0007 0.0004 0.0002 0.0006 0.0007 0.0008 0.0006 0.0005 0.0006 0.0002 0.0004 0.0003 0 0.0003 0.0004 0.0001 0.0002 0.0008 0.0006 0.0004 0.0004 0.0004 0.0005 0.0005 0.0005 
0.0008 1 0.0008004 0.0005004 6.4e-07 0.00010008 0.0009 4.8e-07 0.0008 0.00030032 4e-07 0.00070032 0.00020008 0.00020064 0.00040064 0.00020032 0.00030048 5.6e-07 0.00010008 0.00060048 0.00030024 0.00090072 0.0004004 0.0005 0.00070008 0.00040072 0.00040048 0.00070048 0.0008 0.00040032 0.00050064 0.00020064 0.00030056 0.00060008 0.0001004 0.0008 0.00010016 0.00050056 0.0004 0.00020056 0.00030032 0.00040016 0.00060048 0.00040056 0.00040064 0.00090048 0.0001004 0.00010048 0.00050016 0.00040032 0.00050024 0.0009 0.00020024 0.00040032 0.00010008 1.6e-07 0.00050064 0.00080048 0.00060032 0.00040032 0.00040032 4e-07 0.0006004 4e-07 
1.6e-07 0.0002 1 0.0008001 0.0002 0.00010002 0.00060018 0.0007 0.00020016 0.00070006 0.0003 0.00040014 0.00080004 0.00060004 0.00070008 0.00080004 0.00070006 0.0003 0.00020002 0.00060012 0.00030006 0.00070018 0.00010008 0.0004001 0.00040014 0.00040008 0.00090008 0.00040014 0.00010016 0.00040008 0.0008001 0.00080004 0.00090006 0.00010012 0.00070002 0.00070016 2.0032e-08 0.0008001 0.00010008 0.00040004 0.00010006 0.00080008 0.00050012 0.00030008 0.00030008 0.00020018 2.008e-08 0.00060002 0.0007001 0.00060008 0.0001001 0.00080018 0.00050004 8.0064e-08 0.00090002 0.0007 1.00128e-07 0.00080016 0.00060012 0.00080008 0.00060008 0.0002 0.00050012 8e-11 
0.00050008 0.00010042 0.00010033 1 0.00010042 0.00090007 0.00030015 0.00040037 0.0009001 0.0004003 0.00040028 0.00060031 1.50012e-07 0.00040048 0.00020051 0.0002003 0.0001004 0.00010038 0.00090008 0.00070042 0.00050021 0.00060061 0.0002003 0.00070009 0.00070016 5.3008e-07 4.30056e-07 0.00050041 0.00090009 0.00060028 0.00050053 0.0007005 0.00040047 0.00040012 0.00080033 0.00090015 0.00010011 0.00080048 0.00080005 0.00090041 0.00080024 0.00040022 0.00060041 4.20064e-07 4.70072e-07 4.10066e-07 2.60042e-07 0.00070037 0.00010022 0.0006003 0.00040021 0.00010017 0.00070022 0.00010024 0.00050015 0.00070017 0.00090045 0.00040046 0.00020032 0.00040032 0.0002003 2.7004e-07 0.00020036 0.00020025 
0.00080082 0.000900721 0.00030114 0.00020109 1 3.80092e-07 0.00090105 0.00040077 0.00090096 0.00080088 0.00040057 0.00040119 0.0007005 0.000201081 0.000601251 0.00030078 0.000400981 0.000700671 0.00090041 0.000301341 0.0002007 0.000501861 0.00030083 0.00010071 9.70146e-07 1.20078e-06 0.000101111 0.000201331 0.00010093 9.20368e-07 0.000701431 1.20069e-06 0.000101181 0.00060073 0.00090086 0.00050111 0.00070027 0.000301411 0.00010055 0.000101041 0.00060078 0.00050084 0.000301291 1.01061e-06 0.000601091 0.000601351 4.90418e-07 8.90512e-07 0.00040084 9.80372e-07 0.0001008 0.00030107 0.00090071 0.0004007 0.00020054 0.00080051 0.000301271 1.52057e-06 0.00060108 0.000201 0.0006009 0.00010046 0.00090113 0.00040044 
0.0002009 0.000600701 0.000800721 0.000201121 0.000400341 1 0.000501441 0.000500921 1.18053e-06 0.000501221 0.000400581 0.000201101 0.00010106 0.000800921 0.000401241 0.000901001 0.000401041 0.000600681 0.00020078 1.221e-06 0.00080066 0.000701601 0.000700581 8.00382e-07 0.000200901 0.000700741 1.12088e-06 0.000301041 0.000500781 0.000300761 0.000201481 1.061e-06 0.000201161 0.00070078 0.000401241 0.000301421 0.0002004 0.000401361 0.00020052 0.000400801 0.000900741 1.20054e-06 0.000401121 6.20888e-07 0.000600881 0.000701061 0.000100161 0.000200801 0.000501081 0.000100921 0.000600561 0.000901321 0.00090108 5.00584e-07 0.00090098 0.00070106 0.000400761 0.000101321 0.000301201 0.000101121 0.000301081 0.0003003 0.000601261 0.0003003 
0.000901291 0.000401601 1.29141e-06 0.000700852 0.000700911 0.00030076 1 0.000801251 0.000901581 0.000501471 0.000501131 0.000301402 0.000400691 0.000201462 0.000801562 0.000401061 0.000201131 0.000301371 1.45061e-06 0.000101482 0.000301121 0.000602153 0.000701171 0.000400761 0.000600921 0.000101182 0.000300772 1.40172e-06 0.000301171 0.000401031 1.82207e-06 0.000601292 1.16173e-06 1.24086e-06 0.000101801 0.000601391 8.4045e-07 0.000301722 0.000200851 0.000501532 0.000301731 0.000300971 0.000101532 0.000500791 0.000801482 0.000801532 5.20733e-07 0.000201131 0.000600881 0.000200971 0.000201001 0.000200911 0.000601741 0.000200871 0.000600891 0.000801441 0.000101882 0.000101172 0.000201251 0.000300971 0.000401171 0.000300611 0.000301642 0.000200961 
0.000101242 0.000201392 0.000500942 0.000101042 0.000800641 0.000600261 0.000301532 1 0.000901342 0.000301582 0.000800951 0.000200972 0.000701191 0.000901162 0.000801492 0.000401402 0.000501102 0.000101242 0.000601061 0.000500822 0.000101021 0.000401683 0.000301072 0.000600571 0.000800722 0.000700822 0.000300762 0.000700792 0.000500772 0.000800682 0.000901313 0.000600772 0.000600822 0.000201122 0.000701492 0.000201362 0.000200731 1.22267e-06 0.000900471 8.71946e-07 0.000401342 1.03178e-06 0.000301002 0.000800452 0.000901392 0.000901482 0.000100131 0.000700632 0.000701282 0.000100602 0.000200721 0.000101432 0.000901832 0.000400511 0.000801411 0.000501742 0.000600782 7.52583e-07 0.000601202 0.000800872 0.000501222 0.000200501 0.000501612 0.000200631 
0.000101442 1.67241e-06 0.000301143 0.000301003 0.000801042 0.000900581 0.000501503 0.000201562 1 0.000501773 0.000601352 0.000701033 0.000701242 0.000701543 0.000801753 1.67244e-06 1.18265e-06 0.000101462 0.000701362 0.000300843 0.000301322 1.89458e-06 0.000501422 7.3184e-07 0.000800982 0.000101033 0.000700623 0.000200903 0.000301082 0.000100972 0.000301394 0.000400953 8.42894e-07 0.000601312 0.000601773 0.000601493 0.000100831 0.000901304 8.11467e-07 0.000701153 0.000301833 0.000600933 0.000601103 0.000200572 0.000501773 0.000801813 0.000300161 0.000100872 0.000301472 0.000300612 0.000300942 0.000401443 0.000102403 5.71645e-07 1.86209e-06 0.000302212 0.000201123 0.000600563 0.000401253 0.000600963 0.000701333 6.51125e-07 0.000301773 0.000200841 
0.000101083 0.000300883 1.4526e-06 0.000400883 1.68201e-06 0.000801421 0.000401274 0.000601063 0.000601503 1 0.000701573 0.000701313 0.000101153 0.000801983 0.000201884 0.000201303 0.000300893 0.000800833 0.000401343 0.000201043 1.32254e-06 0.000801645 0.000201573 0.000600952 0.000901862 0.000701293 0.000900902 0.000501253 0.000101602 0.000101342 0.000101314 0.000401263 0.000800843 0.000901393 0.000401544 0.000601563 0.000400432 0.000501524 1.22155e-06 0.000401433 1.71338e-06 0.000900783 1.38308e-06 0.000500992 0.000901844 0.000202234 0.000100401 0.000201092 0.000701453 0.000900802 0.000901202 0.000401413 0.000201934 0.000600522 1.68319e-06 0.000701664 0.000101433 0.000100943 1.22316e-06 0.000701363 0.000401363 5.31404e-07 0.000701394 0.000600692 
